class,accuracy
0,0.94832826
1,0.57377046
2,0.9529412
3,0.6761905
4,0.9913793
5,0.97020483
6,0.97619045
7,0.9824219
8,0.8194444
9,0.83878
10,0.92542374
11,0.46733668
12,0.43333334
13,0.9625
14,0.978022
15,0.77828056
