class,accuracy
0,0.9179331
1,0.757377
2,0.9588235
3,0.73333335
4,0.99568963
5,0.08938547
6,0.9404762
7,0.99609375
8,0.9305556
9,0.91721135
10,0.9762712
11,0.79899496
12,0.23333333
13,0.9775
14,0.989011
15,0.9004525
